trade_date,ts_code,name,signal,direction,close,pct_chg,volume_ratio,turnover_rate_f,main_net_pct,winner_rate,rsi_6,bull_count
20260324,002917.SZ,金奥博,S7_底部共振,LONG,12.3,2.6711,0.92,2.3705,0.20294271889811297,30.18,23.425,3
20260324,301063.SZ,海锅股份,S7_底部共振,LONG,23.85,2.669,0.57,6.2512,0.16956447855037837,12.48,24.88,2
20260324,300347.SZ,泰格医药,S7_底部共振,LONG,48.8,2.6504,0.98,1.985,0.2044537429198345,8.31,22.511,2
20260324,000913.SZ,钱江摩托,S7_底部共振,LONG,14.38,2.641,0.84,1.888,0.5459317370480863,5.25,27.557,3
20260324,300320.SZ,海达股份,S7_底部共振,LONG,10.13,2.6342,0.9,2.5515,0.5284237218170735,18.59,29.133,3
20260324,000802.SZ,北京文化,S7_底部共振,LONG,3.9,2.6316,0.9,2.0232,1.1693115324790755,6.08,29.107,3
20260324,300211.SZ,*ST亿通,S7_底部共振,LONG,7.8,2.6316,1.1,2.3551,0.040820084709348815,5.46,26.065,3
20260324,002557.SZ,洽洽食品,S7_底部共振,LONG,20.71,2.6264,0.82,1.816,0.45964742636120215,4.47,27.341,3
20260324,002416.SZ,爱施德,S7_底部共振,LONG,12.13,2.6227,1.1,4.4987,0.8272172208789477,13.93,28.918,3
20260324,002915.SZ,中欣氟材,S7_底部共振,LONG,19.58,2.6205,0.97,3.1766,0.269674285193199,37.74,26.292,2
20260324,603888.SH,新华网,S7_底部共振,LONG,19.6,2.6178,0.93,4.3884,0.1144760360426763,7.55,29.687,2
20260324,300566.SZ,激智科技,S7_底部共振,LONG,18.08,2.6107,0.87,3.3722,0.4736807695136603,11.89,28.417,2
20260324,688276.SH,百克生物,S7_底部共振,LONG,17.7,2.6087,0.79,1.0907,0.5601836142575556,39.38,29.042,1
20260324,600231.SH,凌钢股份,S7_底部共振,LONG,1.97,2.6042,0.41,4.4225,0.2749297286530036,4.94,29.224,3
20260324,002541.SZ,鸿路钢构,S7_底部共振,LONG,20.33,2.5732,1.1,2.5207,0.33775042750684864,22.26,29.349,2
20260324,002379.SZ,宏桥控股,S7_底部共振,LONG,25.59,2.5651,0.99,4.0664,0.3908062981207645,10.9,23.238,2
20260324,000156.SZ,华数传媒,S7_底部共振,LONG,7.22,2.5568,0.98,1.9782,0.3917223980769692,7.61,24.804,3
20260324,688068.SH,热景生物,S7_底部共振,LONG,109.61,2.5543,1.08,2.7628,0.13998217961716908,4.12,23.778,3
20260324,688569.SH,铁科轨道,S7_底部共振,LONG,19.68,2.5534,1.0,2.3252,0.7695214899111849,4.26,26.947,3
20260324,300533.SZ,冰川网络,S7_底部共振,LONG,27.82,2.5433,0.64,2.7791,0.07982345407133677,43.26,26.221,3
20260324,600820.SH,隧道股份,S7_底部共振,LONG,6.05,2.5424,0.75,1.1644,0.6385710914723723,5.05,28.478,4
20260324,301267.SZ,华厦眼科,S7_底部共振,LONG,16.55,2.5403,0.96,2.1675,0.26038153722252955,3.04,28.848,2
20260324,002108.SZ,沧州明珠,S7_底部共振,LONG,4.47,2.5229,0.61,2.8047,0.14108714007758302,8.46,26.799,4
20260324,600308.SH,华泰股份,S7_底部共振,LONG,3.67,2.514,0.78,1.8,0.8066763114183143,5.36,22.264,4
20260324,601177.SH,杭齿前进,S7_底部共振,LONG,14.33,2.5036,0.83,1.8867,0.06796208788224425,4.46,22.94,3
20260324,600893.SH,航发动力,S7_底部共振,LONG,47.95,2.5011,1.03,2.7848,0.46124842414498984,28.84,27.643,2
20260324,300041.SZ,回天新材,S7_底部共振,LONG,10.26,2.4975,0.66,2.7869,0.3714274401108691,10.79,21.681,1
20260324,603535.SH,嘉诚国际,S7_底部共振,LONG,8.26,2.4814,1.05,2.5936,0.07842551341953712,4.1,23.534,3
20260324,002406.SZ,远东传动,S7_底部共振,LONG,7.05,2.4709,1.2,3.2129,0.24774434236692033,10.28,26.619,2
20260324,000935.SZ,四川双马,S7_底部共振,LONG,23.66,2.4686,0.99,1.8028,0.41680939053427446,25.02,20.34,1
20260324,601933.SH,永辉超市,S7_底部共振,LONG,3.75,2.459,0.77,2.646,0.1953344017663036,4.33,27.105,3
20260324,600987.SH,航民股份,S7_底部共振,LONG,7.1,2.4531,0.87,1.9104,0.03096310648513773,11.12,26.392,2
20260324,300841.SZ,康华生物,S7_底部共振,LONG,54.53,2.4422,0.97,2.2747,0.5791300392560144,4.73,21.403,3
20260324,600888.SH,新疆众和,S7_底部共振,LONG,8.0,2.4328,0.52,3.8942,0.4333900138049985,8.52,28.835,3
20260324,300271.SZ,华宇软件,S7_底部共振,LONG,6.74,2.4316,0.92,2.1958,0.19409748636952673,6.45,29.034,3
20260324,002061.SZ,浙江交科,S7_底部共振,LONG,3.81,2.4194,0.76,2.2138,0.49669361466276823,5.75,27.523,4
20260324,300382.SZ,斯莱克,S7_底部共振,LONG,11.01,2.4186,1.22,2.9837,0.06365408214827101,7.21,24.584,3
20260324,688579.SH,地纬智能,S7_底部共振,LONG,10.67,2.3992,1.12,2.8563,0.06082333349930571,9.63,28.944,3
20260324,603375.SH,盛景微,S7_底部共振,LONG,35.1,2.3921,1.2,5.0459,0.4026611730131655,10.27,27.876,2
20260324,600038.SH,中直股份,S7_底部共振,LONG,33.05,2.3854,0.88,2.133,0.2743275226434844,6.19,25.669,4
20260324,300088.SZ,长信科技,S7_底部共振,LONG,6.02,2.381,0.72,2.7851,0.9893685584606394,12.08,29.219,3
20260324,002532.SZ,天山铝业,S7_底部共振,LONG,15.49,2.3794,1.09,3.1839,0.35400949058708886,12.62,27.168,2
20260324,300406.SZ,九强生物,S7_底部共振,LONG,11.7,2.3622,0.88,1.357,0.3764104500370312,3.04,27.529,2
20260324,300171.SZ,东富龙,S7_底部共振,LONG,13.94,2.3495,0.68,2.1399,0.2341163516241513,6.9,25.101,3
20260324,300674.SZ,宇信科技,S7_底部共振,LONG,19.63,2.3462,0.89,1.7922,0.365328014662282,5.66,24.482,2
20260324,605300.SH,佳禾食品,S7_底部共振,LONG,10.49,2.3415,0.79,1.178,0.014904500791226627,1.26,29.591,2
20260324,002590.SZ,万安科技,S7_底部共振,LONG,12.3,2.3295,0.88,2.6216,0.9682234066793898,26.65,25.533,2
20260324,300634.SZ,彩讯股份,S7_底部共振,LONG,23.51,2.3064,0.82,4.3083,0.3373713228206812,6.95,27.833,3
20260324,600790.SH,轻纺城,S7_底部共振,LONG,3.57,2.2923,0.75,1.1803,0.6959170255873554,3.87,25.013,4
20260324,600707.SH,彩虹股份,S7_底部共振,LONG,5.81,2.2887,0.65,1.3635,0.7677525008385454,5.77,26.755,4
20260324,000589.SZ,贵州轮胎,S7_底部共振,LONG,4.47,2.2883,0.86,2.4201,1.2768621359223302,7.38,24.012,4
20260324,688352.SH,颀中科技,S7_底部共振,LONG,12.18,2.267,0.77,2.4716,0.1198561982409966,7.0,26.121,3
20260324,601600.SH,中国铝业,S7_底部共振,LONG,11.3,2.2624,0.82,3.4853,0.12866814143052152,10.77,24.124,2
20260324,600064.SH,南京高科,S7_底部共振,LONG,8.15,2.2585,0.91,1.6478,0.48794892894115127,9.66,27.253,4
20260324,300802.SZ,矩子科技,S7_底部共振,LONG,17.94,2.2222,1.0,4.2634,0.12918840880568444,8.66,26.524,3
20260324,000529.SZ,广弘控股,S7_底部共振,LONG,5.55,2.2099,0.61,2.0773,0.06754765264971971,5.17,25.79,3
20260324,300036.SZ,超图软件,S7_底部共振,LONG,15.27,2.2088,1.0,2.4573,0.20694365961040506,10.26,23.184,2
20260324,002436.SZ,兴森科技,S7_底部共振,LONG,20.89,2.2016,0.79,3.8928,0.2434182317125461,13.21,27.784,2
20260324,603666.SH,亿嘉和,S7_底部共振,LONG,26.58,2.1915,0.75,1.6188,0.4771118173876224,6.05,26.917,3
20260324,600517.SH,国网英大,S7_底部共振,LONG,6.53,2.1909,0.92,3.0234,0.0038077586926258283,39.06,26.288,2
20260324,002683.SZ,广东宏大,S7_底部共振,LONG,37.82,2.1886,1.12,1.9654,0.017043194237976896,10.27,16.722,2
20260324,002987.SZ,京北方,S7_底部共振,LONG,16.37,2.1848,0.72,2.3417,0.29303573281164286,4.13,28.393,3
20260324,000410.SZ,沈阳机床,S7_底部共振,LONG,6.55,2.1841,0.72,1.4123,1.3242438300241228,5.26,24.138,3
20260324,688581.SH,安杰思,S7_底部共振,LONG,53.62,2.1723,0.59,0.7462,0.3055721477941804,3.5,24.571,2
20260324,600585.SH,海螺水泥,S7_底部共振,LONG,23.2,2.1576,0.81,1.1711,0.23133334049663157,27.99,29.491,3
20260324,300821.SZ,东岳硅材,S7_底部共振,LONG,11.38,2.1544,0.74,4.0496,0.04298893644225814,5.31,22.744,3
20260324,600637.SH,东方明珠,S7_底部共振,LONG,9.5,2.1505,1.02,2.2544,0.009621166566446267,3.34,24.377,2
20260324,603609.SH,禾丰股份,S7_底部共振,LONG,6.69,2.1374,1.06,1.4687,0.634989306446685,3.33,23.201,2
20260324,600835.SH,上海机电,S7_底部共振,LONG,21.26,2.1134,1.02,2.7556,0.037865682753788,5.38,17.965,3
20260324,688526.SH,科前生物,S7_底部共振,LONG,14.53,2.1082,1.06,2.3201,0.137638163094381,6.46,25.703,2
20260324,001386.SZ,马可波罗,S7_底部共振,LONG,20.4,2.1021,0.64,3.7888,1.462215026824543,38.92,24.552,3
20260324,001391.SZ,国货航,S7_底部共振,LONG,5.35,2.0992,0.85,1.5122,0.8174120963928515,44.78,26.257,3
20260324,000848.SZ,承德露露,S7_底部共振,LONG,7.83,2.086,0.84,1.2924,1.0334316806219783,4.97,27.869,4
20260324,600219.SH,南山铝业,S7_底部共振,LONG,5.88,2.0833,0.71,3.2979,0.12488664078870526,11.43,21.232,2
20260324,600877.SH,电科芯片,S7_底部共振,LONG,15.72,2.0779,1.29,3.437,0.0017759436903838008,7.05,24.103,2
20260324,000903.SZ,ST云动,S7_底部共振,LONG,2.48,2.0576,0.9,2.4516,0.6323118345464531,50.98,26.101,2
20260324,300415.SZ,伊之密,S7_底部共振,LONG,23.85,2.0539,0.79,2.2774,0.6408888049304586,8.41,26.364,4
20260324,600727.SH,鲁北化工,S7_底部共振,LONG,6.97,2.0498,0.69,5.0028,0.24035189922578798,11.2,23.922,2
20260324,688009.SH,中国通号,S7_底部共振,LONG,5.48,2.0484,0.85,2.0018,0.11086118987956442,43.43,29.478,1
20260324,601038.SH,一拖股份,S7_底部共振,LONG,12.96,2.0472,0.66,5.2419,0.02196812309290393,10.07,29.335,2
20260324,001213.SZ,中铁特货,S7_底部共振,LONG,4.0,2.0408,0.79,2.5552,0.24626080935488773,10.61,28.811,3
20260324,600361.SH,创新新材,S7_底部共振,LONG,4.07,2.005,0.83,3.3621,0.6542369784218388,5.86,20.003,3
20260324,002741.SZ,光华科技,S7_底部共振,LONG,17.82,2.0034,0.86,4.4433,0.11936999171041737,39.87,22.267,1
20260324,600801.SH,华新建材,S7_底部共振,LONG,19.89,2.0,0.84,1.8177,0.1747840116581659,9.7,22.611,3
20260324,000557.SZ,西部创业,S7_底部共振,LONG,4.59,2.0,0.73,1.5473,0.5964170884219533,2.32,21.597,4
20260324,603033.SH,三维股份,S7_底部共振,LONG,9.73,1.9916,0.98,1.3904,0.33328292698058193,2.95,27.46,2
20260324,600782.SH,新钢股份,S7_底部共振,LONG,3.6,1.983,0.73,3.6538,0.17112454588569026,7.78,23.901,3
20260324,603508.SH,思维列控,S7_底部共振,LONG,24.34,1.969,0.6,1.7688,0.4642367363999961,4.28,27.627,2
20260324,300633.SZ,开立医疗,S7_底部共振,LONG,23.89,1.9633,0.88,1.5359,0.33390274684577065,4.37,27.227,2
20260324,002244.SZ,滨江集团,S7_底部共振,LONG,9.9,1.9567,0.79,1.7884,0.47678266411727177,10.0,28.49,2
20260324,003025.SZ,思进智能,S7_底部共振,LONG,13.56,1.9549,1.3,5.797,0.7183136412459722,10.38,28.465,3
20260324,002020.SZ,京新药业,S7_底部共振,LONG,14.68,1.9444,1.19,2.8966,0.33378339657373113,6.39,28.403,3
20260324,000761.SZ,本钢板材,S7_底部共振,LONG,3.15,1.9417,0.64,3.409,0.4306407962009916,5.82,25.038,2
20260324,600073.SH,光明肉业,S7_底部共振,LONG,5.78,1.94,0.48,1.6025,0.2642898641401499,4.21,19.518,4
20260324,001233.SZ,海安集团,S7_底部共振,LONG,63.64,1.9382,0.9,3.5696,0.5821148060451634,13.13,27.826,2
20260324,603232.SH,格尔软件,S7_底部共振,LONG,20.53,1.9364,0.84,5.3101,0.0027482914881972144,31.92,24.258,2
20260324,603896.SH,寿仙谷,S7_底部共振,LONG,18.45,1.9337,0.77,1.4243,0.3139644637268379,3.89,23.357,4
20260324,301585.SZ,蓝宇股份,S7_底部共振,LONG,27.42,1.9331,0.87,1.3532,0.11594191306156232,23.52,22.103,1
20260324,688598.SH,金博股份,S7_底部共振,LONG,23.74,1.9322,0.98,2.6614,0.1539081167185576,6.19,24.569,3
20260324,600906.SH,财达证券,S7_底部共振,LONG,6.34,1.9293,0.92,1.6167,0.20290707193998278,5.12,28.812,4
20260324,002581.SZ,ST未名,S7_底部共振,LONG,7.4,1.9284,0.7,1.0491,0.549639531390808,10.87,29.13,3
20260324,000050.SZ,深天马Ａ,S7_底部共振,LONG,7.95,1.9231,0.75,1.9249,0.9976297893040071,4.63,21.289,3
20260324,002791.SZ,坚朗五金,S7_底部共振,LONG,20.31,1.9067,0.96,3.1067,0.8545468255165133,6.54,19.504,3
20260324,002391.SZ,长青股份,S7_底部共振,LONG,5.9,1.8998,1.07,2.8408,1.2390889612867246,10.1,23.768,2
20260324,688225.SH,亚信安全,S7_底部共振,LONG,17.17,1.8991,0.57,1.2814,0.3012973598131872,3.08,26.495,2
20260324,002458.SZ,益生股份,S7_底部共振,LONG,9.15,1.8931,0.59,1.8351,0.1419944644804161,26.04,29.697,3
20260324,300403.SZ,汉宇集团,S7_底部共振,LONG,11.37,1.8817,1.08,2.6272,0.10660870708189803,23.31,21.823,1
20260324,601390.SH,中国中铁,S7_底部共振,LONG,5.44,1.8727,0.73,2.2773,0.42458871491449596,13.22,29.553,2
20260324,000807.SZ,云铝股份,S7_底部共振,LONG,27.81,1.8681,0.86,3.3551,0.1783046000534825,10.16,24.155,2
20260324,300891.SZ,惠云钛业,S7_底部共振,LONG,8.77,1.8583,0.73,6.719,0.6306728845054318,8.9,21.386,2
20260324,603613.SH,国联股份,S7_底部共振,LONG,24.72,1.8541,0.62,1.5736,0.5225570095098113,4.09,28.443,3
20260324,002670.SZ,国盛证券,S7_底部共振,LONG,14.29,1.8532,0.99,2.8404,0.14956749359447138,3.44,24.299,3
20260324,000799.SZ,酒鬼酒,S7_底部共振,LONG,42.93,1.8505,0.62,1.9564,0.06292021484951374,5.83,25.772,2
20260324,600966.SH,博汇纸业,S7_底部共振,LONG,6.61,1.849,0.57,2.1934,0.3064953496033858,19.02,22.15,2
20260324,603341.SH,龙旗科技,S7_底部共振,LONG,37.66,1.8388,0.95,2.5235,0.18517965190109822,8.61,23.858,3
20260324,002991.SZ,甘源食品,S7_底部共振,LONG,49.9,1.816,0.91,1.498,0.12911279062708664,3.08,25.921,2
20260324,688057.SH,金达莱,S7_底部共振,LONG,11.83,1.8072,1.18,1.8433,0.8780500721558036,13.37,25.906,3
20260324,002527.SZ,新时达,S7_底部共振,LONG,13.6,1.7964,0.96,1.8276,0.02371627109466652,3.49,24.829,2
20260324,300226.SZ,上海钢联,S7_底部共振,LONG,25.51,1.7957,0.72,5.1496,0.3878290937724672,13.36,29.598,3
20260324,600480.SH,凌云股份,S7_底部共振,LONG,9.66,1.7914,0.74,1.6876,0.042250805629768344,4.64,19.382,2
20260324,300595.SZ,欧普康视,S7_底部共振,LONG,14.25,1.7857,0.76,1.5038,0.20443058495927974,8.69,26.887,4
20260324,000686.SZ,东北证券,S7_底部共振,LONG,7.99,1.7834,0.9,1.511,0.01960857362839327,3.51,22.685,4
20260324,002567.SZ,唐人神,S7_底部共振,LONG,4.02,1.7722,0.55,1.3713,1.522573922254974,6.9,23.545,4
20260324,002708.SZ,光洋股份,S7_底部共振,LONG,11.56,1.7606,1.01,2.3427,0.002385697333160744,5.74,26.341,4
20260324,002746.SZ,仙坛股份,S7_底部共振,LONG,5.81,1.7513,0.96,3.3054,1.3364041067686654,8.77,21.643,3
20260324,603418.SH,友升股份,S7_底部共振,LONG,50.65,1.7477,0.53,1.85,0.35765021777479444,19.56,24.9,2
20260324,301458.SZ,钧崴电子,S7_底部共振,LONG,32.67,1.744,0.86,4.5168,0.08514321899167354,10.81,26.689,2
20260324,301206.SZ,三元生物,S7_底部共振,LONG,25.12,1.7416,0.57,0.9674,0.36346338498401165,3.15,26.808,3
20260324,002668.SZ,TCL智家,S7_底部共振,LONG,8.77,1.7401,1.01,2.1279,0.9066140011259664,4.19,24.731,3
20260324,603612.SH,索通发展,S7_底部共振,LONG,25.8,1.735,0.66,4.4197,0.45586012607976123,11.48,20.949,2
20260324,301565.SZ,中仑新材,S7_底部共振,LONG,20.53,1.7344,1.07,4.0985,0.14085571207566489,7.57,17.697,3
20260324,688561.SH,奇安信-U,S7_底部共振,LONG,30.12,1.7224,0.75,1.9073,0.3128908738449315,4.21,25.594,2
20260324,002906.SZ,华阳集团,S7_底部共振,LONG,27.3,1.7139,1.18,4.0201,0.3106266030019205,7.49,19.911,3
20260324,002912.SZ,中新赛克,S7_底部共振,LONG,26.13,1.7127,1.27,5.2955,0.07814167060571262,8.17,25.302,2
20260324,603233.SH,大参林,S7_底部共振,LONG,17.27,1.7079,0.8,0.8831,0.4130490314965485,24.9,18.583,1
20260324,688363.SH,华熙生物,S7_底部共振,LONG,41.19,1.7037,0.78,1.132,0.28181151756285633,31.07,23.026,2
20260324,002004.SZ,华邦健康,S7_底部共振,LONG,4.9,1.6598,0.99,2.2733,0.3071858492482727,7.08,22.488,3
20260324,002967.SZ,广电计量,S7_底部共振,LONG,20.23,1.6583,1.12,2.326,0.21717201817775442,5.88,23.318,3
20260324,688023.SH,安恒信息,S7_底部共振,LONG,48.52,1.6339,0.69,4.7312,0.5523211302895328,8.12,28.144,3
20260324,688327.SH,云从科技-UW,S7_底部共振,LONG,13.15,1.6229,0.74,2.4654,0.26020450142492785,6.14,28.482,3
20260324,000498.SZ,山东路桥,S7_底部共振,LONG,5.64,1.6216,0.81,2.7701,0.8629091655091937,7.29,23.343,3
20260324,000713.SZ,国投丰乐,S7_底部共振,LONG,6.33,1.6051,0.65,2.9133,1.2658311220321594,21.31,22.407,2
20260324,603938.SH,三孚股份,S7_底部共振,LONG,22.22,1.6004,0.76,6.5745,0.1645460508839365,7.12,25.631,2
20260324,600636.SH,*ST国化,S7_底部共振,LONG,7.62,1.6,0.9,2.1923,0.12957164268871293,7.87,21.505,2
20260324,300253.SZ,卫宁健康,S7_底部共振,LONG,8.26,1.599,1.0,3.1249,0.06865569174192085,8.07,19.403,3
20260324,000012.SZ,南玻Ａ,S7_底部共振,LONG,4.45,1.5982,0.78,2.2125,0.694873447638692,8.51,24.559,4
20260324,603327.SH,福蓉科技,S7_底部共振,LONG,8.92,1.5945,1.03,4.3786,0.34196978222711205,4.34,23.281,2
20260324,600812.SH,华北制药,S7_底部共振,LONG,5.18,1.5686,0.6,2.1639,0.36304629576797265,4.05,24.556,3
20260324,600570.SH,恒生电子,S7_底部共振,LONG,25.43,1.5575,0.72,1.3405,0.16920348344498487,4.19,22.378,3
20260324,002024.SZ,ST易购,S7_底部共振,LONG,1.31,1.5504,0.67,1.1733,0.22162489529300272,4.72,16.382,2
20260324,600588.SH,用友网络,S7_底部共振,LONG,11.83,1.5451,0.85,1.9046,0.17505138347827395,5.19,20.299,2
20260324,301556.SZ,托普云农,S7_底部共振,LONG,81.72,1.5408,1.42,8.1923,0.16005356134936183,37.33,15.332,2
20260324,002605.SZ,姚记科技,S7_底部共振,LONG,20.49,1.5362,0.81,2.5276,0.7755145559058039,6.27,16.397,3
20260324,600963.SH,岳阳林纸,S7_底部共振,LONG,4.65,1.5284,1.03,4.0361,0.2139414708442122,10.68,14.783,2
20260324,002236.SZ,大华股份,S7_底部共振,LONG,16.66,1.5235,0.7,1.2659,0.09927148044193247,5.77,23.455,2
20260324,300896.SZ,爱美客,S7_底部共振,LONG,122.55,1.5159,0.76,1.692,0.21663002483155355,3.26,17.359,3
20260324,300305.SZ,裕兴股份,S7_底部共振,LONG,6.03,1.5152,1.54,5.9725,0.25571920355501304,18.68,22.463,4
20260324,600305.SH,恒顺醋业,S7_底部共振,LONG,7.41,1.5068,0.72,1.0527,0.09350967082109254,5.07,25.651,3
20260324,300773.SZ,拉卡拉,S7_底部共振,LONG,24.31,1.5031,0.69,6.5044,0.4308990979150491,13.85,29.457,2
20260324,601801.SH,皖新传媒,S7_底部共振,LONG,6.16,1.4827,1.1,2.8073,0.4079161088193119,3.67,22.265,3
20260324,688425.SH,铁建重工,S7_底部共振,LONG,4.83,1.4706,0.64,1.4956,0.08928268131121565,5.85,23.156,2
20260324,605589.SH,圣泉集团,S7_底部共振,LONG,29.88,1.4601,0.68,2.1501,0.5421354586070827,21.46,29.555,1
20260324,002386.SZ,天原股份,S7_底部共振,LONG,5.56,1.4599,0.84,3.7886,0.3382999214054043,12.13,23.963,3
20260324,300224.SZ,正海磁材,S7_底部共振,LONG,13.99,1.4503,1.24,4.8468,0.02239206329950002,7.31,16.433,2
20260324,002078.SZ,太阳纸业,S7_底部共振,LONG,14.69,1.4503,0.88,1.2129,0.7502542463767579,23.64,20.223,2
20260324,301310.SZ,鑫宏业,S7_底部共振,LONG,35.85,1.4431,1.92,4.1062,0.69050117569327,12.79,28.754,3
20260324,002315.SZ,焦点科技,S7_底部共振,LONG,39.11,1.4263,0.7,3.1334,0.23601083472177556,5.97,22.223,2
20260324,603866.SH,桃李面包,S7_底部共振,LONG,4.98,1.4257,0.73,1.7652,0.0845823989928795,2.19,29.171,4
20260324,600420.SH,国药现代,S7_底部共振,LONG,9.97,1.4242,0.94,1.7426,0.12881779948981095,10.52,21.075,2
20260324,600551.SH,时代出版,S7_底部共振,LONG,7.86,1.4194,0.63,1.5411,0.37760538973553365,3.59,26.503,3
20260324,002120.SZ,韵达股份,S7_底部共振,LONG,6.44,1.4173,0.72,1.5194,0.10973722325677644,3.78,24.855,3
20260324,300428.SZ,立中集团,S7_底部共振,LONG,20.05,1.4163,0.93,4.6804,0.7411366816980252,6.85,16.962,3
20260324,603005.SH,晶方科技,S7_底部共振,LONG,27.21,1.4163,0.74,4.0038,0.25147023275233965,12.65,26.601,1
20260324,002111.SZ,威海广泰,S7_底部共振,LONG,9.31,1.4161,1.25,3.0958,0.8630139761204407,6.26,19.571,3
20260324,603589.SH,口子窖,S7_底部共振,LONG,24.72,1.3946,0.79,0.8935,0.03928803507540159,1.58,22.113,3
20260324,002252.SZ,上海莱士,S7_底部共振,LONG,5.83,1.3913,0.73,0.6825,0.2690573145335651,2.88,20.873,4
20260324,000403.SZ,派林生物,S7_底部共振,LONG,13.13,1.39,0.61,1.0431,0.13531084057038845,3.25,22.64,3
20260324,002152.SZ,广电运通,S7_底部共振,LONG,11.73,1.3829,0.94,2.359,0.35987452682225035,5.72,24.625,3
20260324,003015.SZ,日久光电,S7_底部共振,LONG,14.8,1.3699,1.68,5.4653,0.4665990240698166,8.06,19.98,4
20260324,603505.SH,金石资源,S7_底部共振,LONG,17.46,1.3349,0.82,3.0068,0.4000927353916559,8.18,19.569,3
20260324,600999.SH,招商证券,S7_底部共振,LONG,15.25,1.3289,0.66,0.9062,0.1451705380416194,8.03,25.956,3
20260324,600621.SH,华鑫股份,S7_底部共振,LONG,14.49,1.3287,0.82,2.821,0.7168958313846537,5.87,26.158,4
20260324,300031.SZ,宝通科技,S7_底部共振,LONG,19.62,1.2907,0.71,1.6351,0.15521348895619405,5.69,24.779,3
20260324,600421.SH,*ST华嵘,S7_底部共振,LONG,7.08,1.2876,0.7,2.2273,0.5556862509095485,19.02,28.061,1
20260324,000166.SZ,申万宏源,S7_底部共振,LONG,4.73,1.2848,0.78,0.9428,0.24457994579945788,9.11,29.533,3
20260324,301665.SZ,泰禾股份,S7_底部共振,LONG,26.13,1.2791,0.57,7.6538,0.7216343618796909,30.87,17.338,3
20260324,001201.SZ,东瑞股份,S7_底部共振,LONG,13.49,1.2763,0.77,2.6886,0.2179244193550576,20.08,19.597,1
20260324,002254.SZ,泰和新材,S7_底部共振,LONG,10.37,1.2695,0.6,3.6593,0.2633826090398163,7.12,27.159,3
20260324,688777.SH,中控技术,S7_底部共振,LONG,64.0,1.2658,0.77,2.6887,0.08258358838135985,7.28,24.286,2
20260324,601900.SH,南方传媒,S7_底部共振,LONG,12.89,1.2569,0.98,2.445,0.02658462967262576,4.62,19.122,2
20260324,600612.SH,老凤祥,S7_底部共振,LONG,40.3,1.2563,0.75,1.1845,0.17510320018443373,2.51,24.628,2
20260324,002088.SZ,鲁阳节能,S7_底部共振,LONG,9.74,1.2474,0.98,2.2924,0.06265299570608805,1.95,15.024,2
20260324,300294.SZ,博雅生物,S7_底部共振,LONG,18.7,1.2453,0.87,1.8051,0.011651173982421924,4.1,15.087,2
20260324,688188.SH,柏楚电子,S7_底部共振,LONG,130.19,1.2364,1.14,1.5192,0.45309026675134983,9.27,24.121,3
20260324,002284.SZ,亚太股份,S7_底部共振,LONG,14.0,1.2292,1.13,4.192,0.4556212045936987,4.88,23.026,2
20260324,600109.SH,国金证券,S7_底部共振,LONG,8.34,1.2136,0.77,1.0466,0.2041132491726928,3.29,23.271,3
20260324,688088.SH,虹软科技,S7_底部共振,LONG,39.27,1.2113,1.31,3.0601,0.19229456680933374,22.93,18.405,1
20260324,600559.SH,老白干酒,S7_底部共振,LONG,13.61,1.1896,0.77,1.0383,0.21185083457023754,3.98,20.274,3
20260324,603825.SH,ST华扬,S7_底部共振,LONG,8.55,1.1834,1.79,2.3108,0.009946296457762098,12.08,26.945,4
20260324,688692.SH,达梦数据,S7_底部共振,LONG,214.53,1.1791,0.88,1.9047,0.13091910086718345,3.73,25.492,2
20260324,601696.SH,中银证券,S7_底部共振,LONG,12.27,1.1542,0.73,2.005,0.2472461601387848,1.39,23.462,4
20260324,002886.SZ,沃特股份,S7_底部共振,LONG,20.18,1.1529,0.79,5.4152,0.3133945304573069,8.2,26.156,3
20260324,001979.SZ,招商蛇口,S7_底部共振,LONG,8.86,1.1416,0.74,1.0966,0.8821715069049549,12.54,24.91,2
20260324,603297.SH,永新光学,S7_底部共振,LONG,101.44,1.1265,1.46,4.5693,0.9851166786693452,12.04,19.953,2
20260324,603869.SH,ST智知,S7_底部共振,LONG,9.13,1.1074,1.06,0.5382,0.7179177295808884,47.11,22.864,1
20260324,002011.SZ,盾安环境,S7_底部共振,LONG,11.88,1.1064,0.72,2.5846,0.4490793041120652,6.98,20.022,3
20260324,601065.SH,江盐集团,S7_底部共振,LONG,8.35,1.0896,0.74,2.5739,0.22708974113912714,11.66,29.615,3
20260324,300957.SZ,贝泰妮,S7_底部共振,LONG,37.72,1.0447,1.07,3.3794,1.042325827724058,4.29,16.319,3
20260324,603919.SH,金徽酒,S7_底部共振,LONG,17.48,1.0405,0.49,2.3441,0.30249526039245656,2.72,21.592,3
20260324,300353.SZ,东土科技,S7_底部共振,LONG,19.61,1.0304,0.97,2.2115,0.45339022978448446,4.59,16.582,3
20260324,002558.SZ,巨人网络,S7_底部共振,LONG,31.39,1.0299,0.67,2.5286,0.3103570008675284,6.4,19.098,3
20260324,002484.SZ,江海股份,S7_底部共振,LONG,26.65,1.0235,0.78,3.4283,1.4643310356457768,6.98,24.568,3
20260324,002101.SZ,广东鸿图,S7_底部共振,LONG,10.9,1.0195,1.1,1.9887,0.7635155104407035,3.6,21.54,3
