ts_code,trade_date,ret_1d,ret_2d,ret_3d,ret_5d
000002.SZ,20240111,-0.006147540983606592,-0.0051229508196720674,-0.015368852459016424,-0.03688524590163933
000002.SZ,20240116,-0.02809573361082207,-0.02185223725286156,-0.020811654526534773,-0.04474505723204991
000002.SZ,20251105,-0.006430868167202619,-0.006430868167202619,0.006430868167202508,0.006430868167202508
000007.SZ,20250922,-0.018439716312056764,-0.01134751773049647,-0.019858156028368712,0.021276595744680993
000007.SZ,20250922,-0.018439716312056764,-0.01134751773049647,-0.019858156028368712,0.021276595744680993
000007.SZ,20250922,-0.018439716312056764,-0.01134751773049647,-0.019858156028368712,0.021276595744680993
000009.SZ,20240201,-0.010426123603558768,-0.05213061801779417,0.04266014277386487,0.1393430873175907
000034.SZ,20250325,-0.0006961445738100647,0.0023220392831111436,-0.008587340447401393,-0.05965585228653125
000035.SZ,20241218,0.007904257393823944,-0.003952128696911972,-0.015810504781956447,-0.029644945215456686
000048.SZ,20251121,-0.004421983575489619,-0.10423246999368285,-0.1276058117498421,-0.14782059380922297
000048.SZ,20251205,0.04788069073783352,0.04788069073783352,0.049450549450549275,0.05102040816326525
000048.SZ,20251205,0.04788069073783352,0.04788069073783352,0.049450549450549275,0.05102040816326525
000048.SZ,20251205,0.04788069073783352,0.04788069073783352,0.049450549450549275,0.05102040816326525
000048.SZ,20251205,0.04788069073783352,0.04788069073783352,0.049450549450549275,0.05102040816326525
000048.SZ,20251205,0.04788069073783352,0.04788069073783352,0.049450549450549275,0.05102040816326525
000048.SZ,20251205,0.04788069073783352,0.04788069073783352,0.049450549450549275,0.05102040816326525
000048.SZ,20251205,0.04788069073783352,0.04788069073783352,0.049450549450549275,0.05102040816326525
000048.SZ,20251205,0.04788069073783352,0.04788069073783352,0.049450549450549275,0.05102040816326525
000048.SZ,20251205,0.04788069073783352,0.04788069073783352,0.049450549450549275,0.05102040816326525
000048.SZ,20251205,0.04788069073783352,0.04788069073783352,0.049450549450549275,0.05102040816326525
000048.SZ,20251205,0.04788069073783352,0.04788069073783352,0.049450549450549275,0.05102040816326525
000048.SZ,20251205,0.04788069073783352,0.04788069073783352,0.049450549450549275,0.05102040816326525
000060.SZ,20241223,0.010437741989070215,0.0,-0.0020871224544558586,0.004174244908912161
000065.SZ,20240716,0.002081583271255738,-0.005202901536884852,0.007284484808140368,-0.028095034314424838
