ts_code,trade_date,ret_1d,ret_2d,ret_3d,ret_5d
000001.SZ,20240116,-0.011777705075894596,-0.014990030925735032,-0.018201122215294907,-0.019272720538762056
000001.SZ,20250711,0.005418360728354221,-0.013945357611808151,-0.020914081409881158,-0.01626299220072458
000007.SZ,20240702,0.0998080614203456,-0.009596928982725461,-0.0019193857965450478,0.03838771593090207
000007.SZ,20251009,-0.006775067750677488,-0.01897018970189701,-0.013550135501354976,-0.0257452574525745
000007.SZ,20260108,0.00164473684210531,-0.02384868421052644,-0.03947368421052633,-0.07319078947368429
000010.SZ,20251219,-0.010899182561307952,-0.013623978201634857,-0.019073569482288777,-0.02997275204359673
000039.SZ,20240927,0.0844389955395648,0.08685157347396433,0.03860001478597286,0.026537125113975213
000042.SZ,20250912,-0.010332950631458226,-0.032146957520092,-0.042479908151550005,-0.05855338691159606
000042.SZ,20250912,-0.010332950631458226,-0.032146957520092,-0.042479908151550005,-0.05855338691159606
000042.SZ,20250912,-0.010332950631458226,-0.032146957520092,-0.042479908151550005,-0.05855338691159606
000055.SZ,20241212,-0.028825132319074243,-0.026607469125549454,-0.06430325421872263,-0.07982465197502209
000055.SZ,20241212,-0.028825132319074243,-0.026607469125549454,-0.06430325421872263,-0.07982465197502209
000055.SZ,20241220,-0.047282065027497544,-0.0330976848372877,-0.05200859630397214,-0.0378242161137623
000059.SZ,20240126,-0.016791314384377976,-0.052239436223221136,-0.06343427139733693,-0.14925445963572215
000063.SZ,20241111,-0.03494182018691061,-0.017192382191180355,-0.07903405957952192,-0.10454834650567657
000066.SZ,20250626,0.0061898211829436445,0.017881705639614998,0.01031636863823926,-0.0061898211829436445
000338.SZ,20250108,-0.004760004560483422,-0.04147189602097823,-0.055067837190742264,-0.012242047657051613
000403.SZ,20240731,-0.04022590115804936,-0.03946134398956125,-0.03141310552927734,-0.03448152829880935
000415.SZ,20240318,-0.022831050228310446,-0.0273972602739726,-0.0182648401826484,-0.0547945205479452
000420.SZ,20251229,-0.008602150537634468,-0.02580645161290329,-0.04516129032258065,-0.021505376344086113
000426.SZ,20240314,0.07229232652978634,0.09437265358577629,0.09437265358577629,0.1064247477762823
